,ime_znamke,ime_modela,ime_razlicice,tip_modela,menjalnik,vrsta_motorja,stevilo_vrat,stevilo_prestav,konjske_moci,kilovati,prostornina_motorja,povezava,naslov_oglasa,leto_izdelave,stevilo_kilometrov,cena,platforma,id_razlicice,id_modela
0,RENAULT,Megane Sedan,Megane Sedan,KARAVAN,ROČNI,DIEZEL,5,6.0,,131.0,1.87,https://www.bolha.com/avto-oglasi/renault-megane-kms406-oglas-9683453,Renault Megane 2,2007.0,332000.0,1600.0,bolha,21846.0,2201.0
1,Smart,fortwo coupe,passion,COUPÉ,,BENCIN,3,,,,999.0,https://www.bolha.com/avto-oglasi/smart-fortwo-coupe-passion-oglas-9992759,Smart fortwo coupe passion,2014.0,86000.0,7900.0,bolha,,
2,VOLKSWAGEN,Golf Cabrio,Golf VI Cabrio,SPREMENLJIV,ROČNI,BENCIN,2,,,25.0,1.2,https://www.bolha.com/avto-oglasi/vw-buggy-nedokoncan-oglas-9844894,VW Buggy Nedokončan,1976.0,50000.0,3800.0,bolha,28041.0,2683.0
3,VOLKSWAGEN,Arteon,Arteon,SPREMENLJIV,AVTOMATSKI,DIEZEL,5,,,110.0,2.0,https://www.bolha.com/avto-oglasi/vw-arteon-2.0-tdi-r-line-automatic-oglas-10159678,VW Arteon 2.0 TDI R-Line Automatic,2019.0,85000.0,34500.0,bolha,26925.0,2629.0
4,MAZDA,6 / Atenza Wagon,6 / Atenza Wagon,KARAVAN,ROČNI,DIEZEL,5,6.0,,110.0,2.2,https://www.bolha.com/avto-oglasi/mazda-6-sport-combi-revolution-oglas-10159461,Mazda 6 Sport Combi Revolution,2016.0,16000.0,15990.0,bolha,14740.0,1556.0
5,VOLKSWAGEN,Passat Variant,Passat Variant,SPREMENLJIV,ROČNI,DIEZEL,4,6.0,,103.0,1.968,https://www.bolha.com/avto-oglasi/vw-passat-highline-oglas-10016039,VW Passat Highline,2009.0,270000.0,6500.0,bolha,27318.0,2638.0
6,VOLKSWAGEN,Passat Variant,Passat Variant,KARAVAN,,DIEZEL,5,,,,1.968,https://www.bolha.com/avto-oglasi/vw-passat-b8-oglas-9823677,"ODKUP VOZIL ZNAMKE VW, AUDI, ŠKODA....",2015.0,200000.0,0.0,bolha,27333.0,2638.0
7,RENAULT,Scenic,Scenic,KOMBI,,DIEZEL,5,,,81.0,1.9,https://www.bolha.com/avto-oglasi/renault-scenic-deli-letnik-2004-185000-km-diesel-beri-opombe-ugo-oglas-1582418,"Renault Scenic DELI, letnik 2004, 185000 km, diesel Beri opombe,UGO...",2008.0,200000.0,1.0,bolha,22327.0,2213.0
8,VW,Transporter,kupim transporter caravela od ,HATCHBACK,,DIEZEL,4,,,25.0,2.0,https://www.bolha.com/avto-oglasi/vw-transporter-kupim-transporter-caravela-let-2010-dalje-info-04-oglas-1582473,VW Transporter kupim transporter caravela od let 2010 dalje info 04...,2010.0,1.0,,bolha,,
9,FIAT,126,126,HATCHBACK,ROČNI,BENCIN,2,,,18.0,650.0,https://www.bolha.com/avto-oglasi/fiat-126-letnik-2000-1000-km-bencin-oglas-1619150,"Fiat 126, letnik 2000, 1000 km, bencin",2000.0,1000.0,150.0,bolha,8127.0,824.0
10,CITROEN,C5 Estate,C5 Tourer,KARAVAN,ROČNI,DIEZEL,5,6.0,,100.0,1.997,https://www.bolha.com/avto-oglasi/citro-n-c5-tourer-exclusive-2.0hdi-oglas-10158569,Citroën C5 Tourer Exclusive 2.0HDi,2010.0,196000.0,5800.0,bolha,6379.0,558.0
11,RENAULT,Laguna Coupe,Laguna Coupe,SPREMENLJIV,ROČNI,DIEZEL,5,6.0,,,1.9,https://www.bolha.com/avto-oglasi/renault-laguna-1.9-dci-letnik-2004-oglas-10158340,"Renault Laguna 1.9 dci, letnik 2004",2004.0,245000.0,1500.0,bolha,22446.0,2227.0
12,VW,Polo,Odvoz in Odkup vse vrste vozil stanje ni pomembno lahko v okvari dlje časa v ne uporabi pridemo po celi sloveniji več informacij na zs ali 070-240593,COUPÉ,,BENCIN,4,,,,1.0,https://www.bolha.com/avto-oglasi/vw-polo-odvoz-in-odkup-vse-vrste-vozil-oglas-9813138,VW Polo Odvoz in Odkup vse vrste vozil,2001.0,588.0,350.0,bolha,,
13,Škoda,Octavia,Odvoz in Odkup vse vseh staro vozil stanje ni pomebno,SPREMENLJIV,,BENCIN,5,,,,1.6,https://www.bolha.com/avto-oglasi/skoda-octavia-odvoz-in-odkup-vse-vseh-staro-vozil-stanje-ni-pomebno-oglas-10157472,Škoda Octavia Odvoz in Odkup vse vseh staro vozil stanje ni pomebno,2000.0,59986.0,500.0,bolha,,
14,MERCEDES BENZ,C-Class Cabriolet,C-Class Cabriolet (A205),SPREMENLJIV,ROČNI,DIEZEL,4,,,44.0,2.2,https://www.bolha.com/avto-oglasi/mercedes-ostali-modeli-w123-delih-letnik-1977-240000-km-diesel-oglas-1580527,"Mercedes Ostali modeli w123 PO DELIH, letnik 1977, 240000 km, diesel",1977.0,240000.0,666.0,bolha,16653.0,1644.0
15,VOLKSWAGEN,Golf Cabrio,Golf IV Cabrio,SPREMENLJIV,ROČNI,BENCIN,3,5.0,,,1.4,https://www.bolha.com/avto-oglasi/vw-golf-iv-wv-golf-iv-3-vrata-letnik-2001-95000-km-bencin-oglas-2227260,"VW Golf IV wv golf IV . 3 vrata, letnik 2001, 97000 km, bencin,",2001.0,97000.0,3000.0,bolha,28060.0,2683.0
16,MERCEDES BENZ,C-Klasse Coupe,C-Class Coupe (C205),COUPÉ,,BENCIN,3,,,150.0,2.496,https://www.bolha.com/avto-oglasi/mercedes-benz-c-klasa-coupe-c230-oglas-8602406,Mercedes-Benz C-klasa Coupe C230,2007.0,187000.0,5200.0,bolha,16622.0,1642.0
17,BMW,4 Series Coupe,4 Series Coupe (F32),COUPÉ,AVTOMATSKI,DIEZEL,3,,,135.0,1.998,https://www.bolha.com/avto-oglasi/bmw-serija-4-coupe-420d-luxury-line-avtomatik-oglas-10157123,BMW serija 4 Coupe 420d Luxury line avtomatik,2013.0,125000.0,23500.0,bolha,3565.0,256.0
18,Mazda,Drugi modeli,N/A,SPREMENLJIV,,BENCIN,4,,,,1.0,https://www.bolha.com/avto-oglasi/semperit-205-55-16-5.5mm-dot-1312-oglas-2597725,Semperit 205/55-16 - 5.5mm - dot 1312,1971.0,1.0,20.0,bolha,,
19,Lexus,IS,220d,SPREMENLJIV,ROČNI,DIEZEL,4,6.0,,130.0,2.231,https://www.bolha.com/avto-oglasi/lexus-is-220d-oglas-10157013,Lexus IS 220d,2009.0,256000.0,5600.0,bolha,,
20,RENAULT,Scenic,Scenic,KOMBI,ROČNI,DIEZEL,5,6.0,,70.0,1.496,https://www.bolha.com/avto-oglasi/renault-scenic-scenic-1.5-dci-95-km-oglas-9849639,Renault Scenic SCENIC 1.5 DCI 95 KM,2017.0,52000.0,15500.0,bolha,22297.0,2213.0
21,LAND ROVER,Discovery Sport,Discovery Sport,SUV,ROČNI,DIEZEL,5,6.0,,110.0,1.999,https://www.bolha.com/avto-oglasi/land-rover-discovery-sport-hse-d4-150-km-4wd-oglas-10156922,Land Rover Discovery Sport HSE D4 150 KM 4WD,2016.0,112000.0,28880.0,bolha,13834.0,1445.0
22,,,,SPREMENLJIV,,,4,,,,,https://www.bolha.com/avto-oglasi/rover-75-2.5-v6-avtomatik-lpg-oglas-6033436,Rover 75 2.5 V6 avtomatik LPG,,,0.3,bolha,,
23,Citroën,CX,25 GTI,SPREMENLJIV,,BENCIN,4,,,,2.5,https://www.bolha.com/avto-oglasi/citro-n-cx-25-gti-oglas-9872910,Citroën CX 25 GTI,1988.0,220000.0,3000.0,bolha,,
24,CITROEN,Berlingo,Berlingo,KOMBI,,DIEZEL,5,,,,2.0,https://www.bolha.com/avto-oglasi/citro-n-berlingo-2.0-hdi-oglas-10156635,Citroën Berlingo 2.0 HDI,2005.0,164000.0,1650.0,bolha,6287.0,553.0
25,LAND ROVER,Discovery Sport,Discovery Sport,SUV,ROČNI,DIEZEL,5,6.0,,110.0,1.999,https://www.bolha.com/avto-oglasi/land-rover-discovery-sport-sport-hse-d4-150-km-4wd-ugodno-menjava-oglas-10156622,"Land Rover Discovery Sport Sport HSE D4 150 KM 4WD UGODNO, MENJAVA",2016.0,145600.0,20300.0,bolha,13834.0,1445.0
26,Audi,A6,1.8 T,SPREMENLJIV,ROČNI,BENCIN,5,5.0,,110.0,1.781,https://www.bolha.com/avto-oglasi/audi-a6-1.8-t-cel-ali-posamezno-oglas-9484977,Audi A6 1.8 T CEL ALI POSAMEZNO,2000.0,220000.0,400.0,bolha,,
27,VOLKSWAGEN,Sharan,Sharan,KOMBI,ROČNI,DIEZEL,5,5.0,,85.0,1.896,https://www.bolha.com/avto-oglasi/vw-sharan-1.9-tdi-oglas-9148350,VW Sharan 1.9 TDI,2001.0,230000.0,200.0,bolha,27832.0,2655.0
28,AUDI,A4 Avant,A4 Avant,KARAVAN,AVTOMATSKI,DIEZEL,5,,,103.0,1.968,https://www.bolha.com/avto-oglasi/audi-a4-avant-2.0-tdi-dpf-multitronic-avtomatik-oglas-10156109,Audi A4 Avant 2.0 TDI DPF multitronic avtomatik,2007.0,166000.0,5000.0,bolha,1008.0,145.0
29,PEUGEOT,Partner Combi,Partner Combi,KOMBI,ROČNI,DIEZEL,5,5.0,,68.0,1.6,https://www.bolha.com/avto-oglasi/peugeot-partner-1.6hdi-slo-vozilo-oglas-10155957,Peugeot Partner 1.6HDI-Slo.vozilo,2011.0,139000.0,6850.0,bolha,21060.0,2049.0
30,OPEL,Kadett 3 Doors,Kadett 3 Doors,HATCHBACK,ROČNI,BENCIN,3,,,55.0,1.298,https://www.bolha.com/avto-oglasi/opel-kadett-1.3-starodobnik-z-certifikatom-registriran-1200-oglas-10155707,Opel Kadett 1.3-STARODOBNIK Z CERTIFIKATOM-REGISTRIRAN za 1200€,1987.0,110000.0,1200.0,bolha,19708.0,1942.0
31,CITROEN,Xsara Picasso,Xsara Picasso,SPREMENLJIV,ROČNI,BENCIN,4,5.0,,,1.6,https://www.bolha.com/avto-oglasi/citroen-xsara-picasso-enoprostorec-letnik-2008-214000-km-bencin-oglas-1581251,"Citroen Xsara Picasso Enoprostorec , letnik 2008, 214000 km, bencin",2008.0,220000.0,2000.0,bolha,6935.0,608.0
32,BMW,3 Series Gran Turismo,3 Series Gran Turismo (F34),SPREMENLJIV,AVTOMATSKI,DIEZEL,6,,,110.0,1.995,https://www.bolha.com/avto-oglasi/bmw-serija-3-gran-turismo-sport-avtomatik-oglas-10155567,BMW serija 3 Gran Turismo SPORT avtomatik,2014.0,178000.0,15500.0,bolha,4381.0,275.0
33,Mazda,5,CD,KARAVAN,,DIEZEL,5,,,81.0,1.998,https://www.bolha.com/avto-oglasi/mazda-5-cd-oglas-9962451,Mazda 5 CD- 2. spletna javna dražba (KR),2006.0,354949.0,1100.0,bolha,,
34,,,,HATCHBACK,,,5,,,,,https://www.bolha.com/avto-oglasi/vw-passat-osebno-oglas-9737052,"KUPIM Polo, Golf, Passat ali drugi model VW - Volkswagen",,,10000.0,bolha,,
35,VOLVO,S80,S80,SPREMENLJIV,AVTOMATSKI,DIEZEL,5,,,120.0,2.4,https://www.bolha.com/avto-oglasi/volvo-s80-d-5-avtomatik-oglas-6983309,Volvo S80 D 5 avtomatik,2002.0,386000.0,100.0,bolha,28839.0,2744.0
36,RENAULT,Twingo,Twingo GT,HATCHBACK,ROČNI,BENCIN,3,5.0,,43.0,1.149,https://www.bolha.com/avto-oglasi/prodam-renault-twingo-1.2-bencin-oglas-10155325,"Prodam Renault Twingo 1.2, bencin",2009.0,198232.0,2430.0,bolha,22270.0,2211.0
37,VOLVO,V70,V70,KARAVAN,ROČNI,DIEZEL,5,5.0,,140.0,2.5,https://www.bolha.com/avto-oglasi/volvo-v70-2.5-tdi-oglas-9967174,Volvo V70 2.5 tdi,2002.0,350000.0,1300.0,bolha,29040.0,2748.0
38,NISSAN,X-Trail,X-Trail (T30),SUV,ROČNI,DIEZEL,5,5.0,,140.0,2.2,https://www.bolha.com/avto-oglasi/nissan-x-trail-2.2-dci-oglas-9967295,Nissan X-Trail 2.2 dci,2005.0,300000.0,1750.0,bolha,18200.0,1829.0
39,VOLKSWAGEN,Arteon,Arteon,KARAVAN,AVTOMATSKI,DIEZEL,5,,,110.0,2.0,https://www.bolha.com/avto-oglasi/vw-arteon-2.0-tdi-avt-110kw-elegance-avtomatik-oglas-10155202,VW Arteon 2.0 TDI avt. 110kW Elegance avtomatik,2019.0,113000.0,34000.0,bolha,26925.0,2629.0
40,HONDA,Civic Aero Deck,Civic Aero Deck,KARAVAN,ROČNI,BENCIN,4,6.0,,85.0,1.6,https://www.bolha.com/avto-oglasi/honda-accord-aerodeck-civic-oglas-9591436,Honda Accord Aerodeck CIVIC,1998.0,210000.0,350.0,bolha,11324.0,1136.0
41,Ford,Fiesta,1.4l 71 kW 96 KM M5,SPREMENLJIV,,BENCIN,5,,,71.0,1.388,https://www.bolha.com/avto-oglasi/ford-fiesta-1.4l-71-kw-96-km-m5-letnik-2010-st-km-11111-oglas-10154834,"Ford Fiesta 1.4l 71 kW 96 KM M5,LETNIK 2010, ŠT KM 11111",2010.0,11111.0,,bolha,,
42,LAND ROVER,Discovery Sport,Discovery Sport,SUV,ROČNI,DIEZEL,5,6.0,,110.0,1.999,https://www.bolha.com/avto-oglasi/land-rover-discovery-sport-2-d4-150-4x4-kot-nov-moznost-menjava-oglas-10154823,"Land Rover Discovery Sport 2.o. D4 150  4x4 KOT NOV, MOŽNOST MENJAVA",2016.0,145500.0,20300.0,bolha,13834.0,1445.0
43,CITROEN,Xsara Picasso,Xsara Picasso,KOMBI,ROČNI,BENCIN,5,5.0,,80.0,1.6,https://www.bolha.com/avto-oglasi/citro-n-xsara-picasso-elegance-oglas-10154774,Citroën Xsara Picasso Elegance,2007.0,248000.0,1500.0,bolha,6935.0,608.0
44,BMW,serija 3,316,SPREMENLJIV,AVTOMATSKI,DIEZEL,5,,,,1.995,https://www.bolha.com/avto-oglasi/bmw-serija-3-316-oglas-9668376,BMW serija 3 316,2014.0,176000.0,18390.0,bolha,,
45,RENAULT,Clio 5 Doors,Clio 5 Doors,SPREMENLJIV,ROČNI,BENCIN,5,,,54.0,1.149,https://www.bolha.com/avto-oglasi/renault-clio-1.2-oglas-10012175,Renault Clio 1.2,2017.0,64000.0,11200.0,bolha,22113.0,2205.0
46,MERCEDES BENZ,SLK-Klasse,SLK (R170),SPREMENLJIV,ROČNI,BENCIN,4,5.0,,123.0,2.35,https://www.bolha.com/avto-oglasi/mercedes-benz-e-klasa-210-oglas-10154701,Mercedes-Benz E-klasa 210,1999.0,275000.0,1800.0,bolha,17100.0,1692.0
47,VOLKSWAGEN,Touran,Touran,KOMBI,ROČNI,BENCIN,5,6.0,,110.0,1.498,https://www.bolha.com/avto-oglasi/vw-touran-tiptronic-oglas-7431144,VW Touran tiptronic,2021.0,148.0,30990.0,bolha,27722.0,2651.0
48,VW,Drugi modeli,1303 s,SPREMENLJIV,,BENCIN,4,,,,13.0,https://www.bolha.com/avto-oglasi/vw-hrosc-1303-letnik-1973-100-km-bencin-oglas-2587772,"VW Hrošč 1303 s, letnik 1973, 100 km, bencin",1973.0,100.0,,bolha,,
49,VW,Drugi modeli,Vw 1303 s,SPREMENLJIV,,BENCIN,4,,,,1.6,https://www.bolha.com/avto-oglasi/vw-hrosc-vw-1303-letnik-1975-100-km-bencin-oglas-2587750,"VW Hrošč Vw 1303 s, letnik 1975, 100 km, bencin",1975.0,100.0,,bolha,,
50,Renault,11,N/A,SPREMENLJIV,,BENCIN,5,,,53.0,1.397,https://www.bolha.com/avto-oglasi/renault-11-hatchback-deli-zelo-ugodno-oglas-1576813,RENAULT 11 HATCHBACK - DELI zelo ugodno,1996.0,65000.0,,bolha,,
51,PEUGEOT,406 Coupe,406 Coupe,COUPÉ,ROČNI,BENCIN,3,5.0,,100.0,1.998,https://www.bolha.com/avto-oglasi/peugeot-406-coupe-oglas-10153106,Peugeot 406 Coupe,2000.0,188000.0,2100.0,bolha,20923.0,2034.0
52,RENAULT,Clio 5 Doors,Clio - 5 doors,SPREMENLJIV,ROČNI,BENCIN,5,5.0,,66.0,898.0,https://www.bolha.com/avto-oglasi/renault-clio-5r5aoh-oglas-10153081,Renault Clio 5R5AOH,2013.0,101527.0,6800.0,bolha,22123.0,2205.0
53,Dacia,Sandero,5sdm35,SPREMENLJIV,,BENCIN,5,,,,1.149,https://www.bolha.com/avto-oglasi/dacia-sandero-1.2-16-v-oglas-10153011,"Dacia Sandero 1,2 16 v",2017.0,89000.0,8500.0,bolha,,
54,BMW,3 Series Touring,3 Series Touring (F31),KARAVAN,AVTOMATSKI,DIEZEL,5,,,105.0,1.995,https://www.bolha.com/avto-oglasi/bmw-serija-3-touring-318-touring-d-aut-avtomatik-oglas-9955135,BMW serija 3 Touring 318/ Touring / d AUT. avtomatik,2014.0,271000.0,9980.0,bolha,2769.0,245.0
55,LAND ROVER,Freelander,Freelander - LR2,SUV,AVTOMATSKI,DIEZEL,5,,,118.0,1.998,https://www.bolha.com/avto-oglasi/land-rover-freelander-2-2.2-hse-freelander-oglas-1577601,"LAND ROVER FREELANDER 2, 2,2 HSE FREELANDER",2009.0,98000.0,,bolha,13960.0,1458.0
56,LAND ROVER,Freelander,Freelander,SUV,ROČNI,BENCIN,4,,,88.0,1.789,https://www.bolha.com/avto-oglasi/land-rover-freelander-delih-1.8-oglas-1578454,Land Rover Freelander po delih 1.8 2.0 diesel,2001.0,170000.0,,bolha,13971.0,1458.0
57,FORD,Tourneo,Tourneo Connect,KOMBI,ROČNI,DIEZEL,5,6.0,,88.0,1.499,https://www.bolha.com/avto-oglasi/ford-grand-tourneo-connect-1.5tdci-88kw-trend-oglas-9936336,FORD GRAND TOURNEO CONNECT 1.5TDCI 88KW Trend (glej opis),2017.0,100870.0,18440.0,bolha,9193.0,938.0
58,VOLKSWAGEN,Arteon,Arteon,KARAVAN,AVTOMATSKI,DIEZEL,5,,,110.0,2.0,https://www.bolha.com/avto-oglasi/vw-arteon-2.0-tdi-r-line-automatic-oglas-10152563,VW Arteon 2.0 TDI R-Line Automatic,2019.0,110000.0,33700.0,bolha,26925.0,2629.0
59,LAND ROVER,Discovery Sport,Discovery Sport,SUV,ROČNI,DIEZEL,5,6.0,,110.0,1.999,https://www.bolha.com/avto-oglasi/land-rover-discovery-sport-hse-d4-150-km-4wd-1-lastnik-oglas-10152346,Land Rover Discovery Sport HSE D4 150 KM 4WD 1.lastnik,2016.0,151000.0,26999.0,bolha,13834.0,1445.0
60,VOLKSWAGEN,Passat Variant,Passat Variant,KARAVAN,AVTOMATSKI,DIEZEL,5,,,110.0,1.968,https://www.bolha.com/avto-oglasi/vw-passat-variant-avtomatik-2.0-tdi-oglas-10152262,VW Passat variant avtomatik 2.0 / TDI,2018.0,143000.0,20500.0,bolha,27296.0,2638.0
61,RENAULT,Espace,Espace,KOMBI,ROČNI,DIEZEL,5,6.0,,110.0,1.995,https://www.bolha.com/avto-oglasi/renault-espace-grand-espace-oglas-10151875,Renault Espace Grand espace,2009.0,430000.0,2750.0,bolha,22054.0,2204.0
62,CITROEN,Evasion,Evasion,KOMBI,ROČNI,DIEZEL,5,,,85.0,18.0,https://www.bolha.com/avto-oglasi/citroen-evasion-diesel-deli-oglas-1582600,"Citroen Evasion, , diesel,DELI",1996.0,180000.0,,bolha,6774.0,591.0
63,Rover,400,N/A,SPREMENLJIV,ROČNI,BENCIN,5,,,85.0,16.0,https://www.bolha.com/avto-oglasi/rover-400-letnik-1998-18000-km-deli-oglas-1582859,"Rover 400, letnik 1998, 18000 km,DELI",1998.0,18000.0,,bolha,,
64,VOLKSWAGEN,Golf Cabrio,Golf IV Cabrio,SPREMENLJIV,ROČNI,BENCIN,3,,,94.0,16.0,https://www.bolha.com/avto-oglasi/vw-golf-iii-rabbit-letnik-1998-bencin-deli-oglas-1576779,"VW Golf III rabbit, letnik 1998, bencin,DELI",1998.0,180000.0,,bolha,28063.0,2683.0
65,PEUGEOT,3008,3008,KOMBI,ROČNI,DIEZEL,5,,,110.0,1.5,https://www.bolha.com/avto-oglasi/peugeot-3008-2.0-oglas-10084497,Peugeot 3008 2.0,2010.0,400000.0,500.0,bolha,20247.0,1987.0
66,PEUGEOT,207 3 Doors,207 - 3 doors,SPREMENLJIV,ROČNI,BENCIN,5,5.0,,54.0,1.36,https://www.bolha.com/avto-oglasi/peugeot-207-1.4-oglas-10151738,"Peugeot 207 1,4",2011.0,116000.0,4000.0,bolha,20576.0,2014.0
67,SMART,Roadster,Roadster,SPREMENLJIV,AVTOMATSKI,BENCIN,2,,,60.0,698.0,https://www.bolha.com/avto-oglasi/smart-roadster-cabrio-tiptronic-avtomatik-oglas-10007023,Smart roadster Cabrio tiptronic avtomatik,2005.0,106500.0,4990.0,bolha,24633.0,2393.0
68,NISSAN,Sunny,Sunny,HATCHBACK,ROČNI,BENCIN,5,5.0,,66.0,1.6,https://www.bolha.com/avto-oglasi/nissan-sunny-grand-prix-1.6-12v-slx-72000km-oglas-10150895,Nissan Sunny Grand prix 1.6 12V SLX,1991.0,78000.0,,bolha,18603.0,1863.0
69,Fiat,Panda,KUPIM FIAT PANDA LAHKO V OKVAR,SPREMENLJIV,,BENCIN,4,,,,1.2,https://www.bolha.com/avto-oglasi/fiat-panda-kupim-fiat-panda-lahko-v-okvari-poskodovana-letnik-200-oglas-1582668,"Fiat Panda KUPIM FIAT PANDA LAHKO V OKVARI POŠKODOVANA , letnik 200...",2003.0,150000.0,0.0,bolha,,
70,Fiat,Stilo,KUPIM FIAT STILO LAHKO POŠKODO,SPREMENLJIV,,DIEZEL,4,,,,1.9,https://www.bolha.com/avto-oglasi/fiat-stilo-kupim-fiat-stilo-lahko-poskodovan-v-okvari-letnik-2004-oglas-1577764,"Fiat Stilo KUPIM FIAT STILO LAHKO POŠKODOVAN V OKVARI, letnik 2004,...",2004.0,150000.0,0.0,bolha,,
71,Fiat,Grande Punto,KUPIM FIAT PUNTO GRANDE LAHKO ,SPREMENLJIV,,BENCIN,4,,,,1.2,https://www.bolha.com/avto-oglasi/fiat-grande-punto-kupim-fiat-punto-grande-lahko-poskodovan-v-okvari-oglas-1581944,Fiat Grande Punto KUPIM FIAT PUNTO GRANDE LAHKO POŠKODOVAN V OKVARI...,2005.0,150000.0,0.0,bolha,,
72,Fiat,Bravo,KUPIM FIAT BRAVO LAHKO POŠKODO,SPREMENLJIV,,DIEZEL,4,,,,1.9,https://www.bolha.com/avto-oglasi/fiat-bravo-kupim-fiat-bravo-lahko-poskodovan-v-okvari-letnik-2006-oglas-1578263,"FIAT BRAVO KUPIM FIAT BRAVO LAHKO POŠKODOVAN V OKVARI, letnik 2006,...",2006.0,180000.0,0.0,bolha,,
73,ALFA ROMEO,Giulietta,Giulietta,SPREMENLJIV,,DIEZEL,4,,,,1.6,https://www.bolha.com/avto-oglasi/alfa-romeo-giulietta-giulieta-letnik-2014-120000-km-diesel-oglas-1474574,"Alfa Romeo Giulietta giulieta, letnik 2014, 120000 km, diesel",2014.0,120000.0,0.0,bolha,138.0,26.0
74,SKODA,Felicia,Felicia,SPREMENLJIV,ROČNI,BENCIN,5,,,,1.1,https://www.bolha.com/avto-oglasi/skoda-felicia-limuzina-oglas-10150680,Škoda Felicia Limuzina,1998.0,206000.0,,bolha,24492.0,2380.0
75,Fiat,500,KUPIM FIAT 500,SPREMENLJIV,,BENCIN,4,,,,1.2,https://www.bolha.com/avto-oglasi/fiat-500-kupim-fiat-500-letnik-2010-120000-km-bencin-oglas-1474589,"Fiat 500 KUPIM FIAT 500, letnik 2010, 120000 km, bencin",2010.0,120000.0,0.0,bolha,,
76,Fiat,Bravo,N/A,SPREMENLJIV,,DIEZEL,4,,,,1.9,https://www.bolha.com/avto-oglasi/fiat-bravo-letnik-2006-190000-km-diesel-lahko-poskodovan-ali-v-oglas-1578316,"Fiat Bravo, letnik 2006, 190000 km, diesel LAHKO POŠKODOVAN ALI V O...",2006.0,190000.0,0.0,bolha,,
77,Fiat,Grande Punto,N/A,SPREMENLJIV,,BENCIN,4,,,,1.4,https://www.bolha.com/avto-oglasi/fiat-grande-punto-letnik-2005-150000-km-bencin-lahko-v-okvari-al-oglas-1576606,"Fiat Grande Punto, letnik 2005, 150000 km, bencin LAHKO V OKVARI AL...",2005.0,150000.0,0.0,bolha,,
78,Fiat,Croma,N/A,KARAVAN,,DIEZEL,4,,,,1.9,https://www.bolha.com/avto-oglasi/fiat-croma-letnik-2003-235000-km-diesel-kupim-lahko-poskodovan-oglas-1576354,"Fiat Croma, letnik 2003, 235000 km, diesel KUPIM LAHKO POŠKODOVAN",2003.0,235000.0,0.0,bolha,,
79,PEUGEOT,407 SW,407 SW,KARAVAN,,DIEZEL,5,,,,1.997,https://www.bolha.com/avto-oglasi/peugeot-407-sw-2.0-oglas-10150547,Peugeot 407 SW 2.0,2005.0,405000.0,1200.0,bolha,20945.0,2037.0
80,HONDA,Accord,Accord,SPREMENLJIV,,BENCIN,4,,,,2.2,https://www.bolha.com/avto-oglasi/honda-accord-oglas-1576493,Honda Accord,2006.0,130000.0,,bolha,11013.0,1110.0
81,PEUGEOT,205,205 3 doors,SPREMENLJIV,ROČNI,BENCIN,5,,,40.0,1.124,https://www.bolha.com/avto-oglasi/peugeot-205-color-line-1.1-oglas-9549561,Peugeot 205 Color Line 1.1,1991.0,157489.0,2000.0,bolha,20492.0,2006.0
82,KIA,Niro,Niro Plug-In Hybrid,SUV,AVTOMATSKI,HIBRID,5,,,,1.5,https://www.bolha.com/avto-oglasi/kia-niro-suv-avtomatik-oglas-10150170,Kia Niro SUV avtomatik,2018.0,72000.0,16500.0,bolha,13118.0,1322.0
83,FORD,Escort 3 Doors,Escort 3 Doors,SPREMENLJIV,ROČNI,BENCIN,3,5.0,,44.0,1.3,https://www.bolha.com/avto-oglasi/ford-escort-osebno-vozilo-oglas-9675989,Ford Escort Osebno vozilo,1988.0,66921.0,1100.0,bolha,9766.0,980.0
84,Alfa Romeo,Drugi modeli,N/A,SPREMENLJIV,,BENCIN,4,,,,1.0,https://www.bolha.com/avto-oglasi/yamaha-enduro-00-00-km-starodobnik-oglas-2598156,"Yamaha , Enduro, 00, 00 km, starodobnik",1971.0,1.0,1.0,bolha,,
85,AUDI,TT RS Roadster,TT RS Roadster,SPREMENLJIV,ROČNI,BENCIN,2,,,,1.8,https://www.bolha.com/avto-oglasi/audi-tt-1.8-tfsi-2lastnik-line-oglas-10149989,Audi TT 1.8 Tfsi 2lastnik S-line,2009.0,165000.0,12500.0,bolha,1169.0,149.0
86,FORD,Focus 5 Doors,Focus 5 Doors,KARAVAN,ROČNI,DIEZEL,5,,,,1.999,https://www.bolha.com/avto-oglasi/ford-focus-karavan-oglas-10149844,Ford Focus karavan,2015.0,145200.0,11990.0,bolha,8717.0,924.0
87,Mercedes-Benz,C-klasa,edition C,SPREMENLJIV,AVTOMATSKI,DIEZEL,4,,,100.0,2.143,https://www.bolha.com/avto-oglasi/mercedes-benz-c-klasa-edition-c-avtomatik-oglas-10149822,Mercedes-Benz C-klasa edition C avtomatik,2018.0,110000.0,35000.0,bolha,,
88,RENAULT,Laguna Estate,Laguna Estate,KARAVAN,AVTOMATSKI,DIEZEL,5,,,110.0,2.198,https://www.bolha.com/avto-oglasi/renault-laguna-grandtour-2.2-dci-150-km-initiale-avtomatik-oglas-8800353,Renault Laguna Grandtour 2.2 dci 150 km initiale avtomatik,2005.0,275000.0,2500.0,bolha,22837.0,2255.0
